name,apiVersion,script,id,name,likelyGender,genderScale,score,probabilityCalibrated
Ahmed Mohammed,namsor_api_2.0.30,LATIN,bd81a6dc-e212-45ce-ba08-92f4f0e268ed,Ahmed Mohammed,male,-0.92938386,11.6009041,0.96469193
Ahmed Tawheed,namsor_api_2.0.30,LATIN,b2831d5f-c412-4529-b1af-21c492c72c55,Ahmed Tawheed,male,-0.928492032,11.45977357,0.964246016
Ahmed Tawheed,namsor_api_2.0.30,LATIN,48d0b36b-0d61-4601-80a6-dc90da1e8c3f,Ahmed Tawheed,male,-0.928492032,11.45977357,0.964246016
Ahmet Gurakar,namsor_api_2.0.30,LATIN,d5d5b959-add9-4248-ae6a-49b6a1b275f0,Ahmet Gurakar,male,-0.84335506,8.686370775,0.92167753
Ahmet Gurakar,namsor_api_2.0.30,LATIN,f54e82a8-4c05-4b47-809f-830add5d3223,Ahmet Gurakar,male,-0.84335506,8.686370775,0.92167753
Ahmet Gurakar,namsor_api_2.0.30,LATIN,e73e82ce-42d4-4a32-b498-bcc68fac14fd,Ahmet Gurakar,male,-0.84335506,8.686370775,0.92167753
Ahmet Hoke,namsor_api_2.0.30,LATIN,cd48c7a9-aaec-49ac-af0b-374a39f9e6b3,Ahmet Hoke,male,-0.778006838,7.963968549,0.889003419
Ahyoung Kim,namsor_api_2.0.30,LATIN,24c1c660-5724-4758-8500-262d19b6d2fe,Ahyoung Kim,female,0.379031432,4.147449074,0.689515716
Ai-Chen Ho,namsor_api_2.0.30,LATIN,986110aa-54ce-414f-8684-bf39f6c7863d,Ai-Chen Ho,male,-0.349698824,3.056011016,0.674849412
Aihua Deng,namsor_api_2.0.30,LATIN,c2d73c8e-26df-42c7-8111-f54bb4a1b924,Aihua Deng,female,0.382091843,4.548431475,0.691045921
Aihua Deng,namsor_api_2.0.30,LATIN,18011d79-ff32-46be-a0be-10b092828f8c,Aihua Deng,female,0.382091843,4.548431475,0.691045921
Aikaterini Ioakeimidou,namsor_api_2.0.30,LATIN,a2737d06-9a58-454c-953b-2b91fdcea07a,Aikaterini Ioakeimidou,female,0.442179643,5.658083755,0.721089821
Aimee Boeltz-Skrtich,namsor_api_2.0.30,LATIN,3759f674-9f5a-4788-977b-889adf1e3aa2,Aimee Boeltz-Skrtich,female,0.377920843,4.033476263,0.688960422
Aiqun Liu,namsor_api_2.0.30,LATIN,1eb808c6-870a-44ec-af7f-06a68b1ffac3,Aiqun Liu,female,0.318054581,2.669195349,0.659027291
Aiqun Liu,namsor_api_2.0.30,LATIN,88471b4d-0c76-4215-bbbd-9d556eb606ac,Aiqun Liu,female,0.318054581,2.669195349,0.659027291
Aiqun Liu,namsor_api_2.0.30,LATIN,08187fbd-939f-4108-b2dc-e7f5a1d8dc8b,Aiqun Liu,female,0.318054581,2.669195349,0.659027291
Aiqun Liu,namsor_api_2.0.30,LATIN,c4947b77-4831-4432-afc5-d4933d19ad98,Aiqun Liu,female,0.318054581,2.669195349,0.659027291
Aiqun Liu,namsor_api_2.0.30,LATIN,d0a578a0-7400-465e-99cb-991fb6f453e7,Aiqun Liu,female,0.318054581,2.669195349,0.659027291
Aisha Sa,namsor_api_2.0.30,LATIN,16c16d8d-1b1f-413f-8c23-946db4c6edf9,Aisha Sa,female,0.64624707,6.944234762,0.823123535
Ajay Major,namsor_api_2.0.30,LATIN,1291cc65-0a98-4657-920e-74b432b28c17,Ajay Major,male,-0.859402101,8.896894842,0.929701051
Ajit Moghekar,namsor_api_2.0.30,LATIN,d75aed93-0efc-4281-a5c6-9df6626699cf,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,b9a273e4-92ef-4250-a52e-75cf67b1795d,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,cc6d85dc-1783-465b-a183-1f8f9b5cbdc8,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,9919d10e-abc5-4b01-a4a4-56bd277635e4,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,0190e125-ff3b-4cc4-a444-20f270b44ab4,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,ca90b79c-a43b-4ab3-9f6c-b14a6aaa2b60,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,8b1fa985-548a-4490-95b7-db8201f52b0b,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,4acd4c97-3467-4e71-a55b-430c9e63cb87,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,27732e29-c02c-49e1-a394-c311b600ac6a,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,12741566-4c41-45a9-b4c9-9059bace3a93,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,4155af52-9b5a-4e90-bdbe-a67cecd3c199,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,43c8e2e2-37c2-4088-a282-84cf730470c0,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,3636444f-c8da-4313-9690-d978c5cabf5a,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,3a9ff1b1-09fa-4fa9-9e6a-b044cee02a2d,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,7247328d-d3db-402f-905e-44cce49b5fcb,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,6c6452a2-5036-442b-aaef-41544de0e903,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,25881e8d-397a-4800-87c9-1afd6e7f7031,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,59b14389-3be2-495e-9702-55d93aa4b780,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,b5505977-4783-4227-9678-efa5ba107595,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,7344964b-6cf3-4c4e-bc0a-773042250d64,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Ajit Moghekar,namsor_api_2.0.30,LATIN,054e38ad-6cd7-4053-8122-1d7a27f03cc4,Ajit Moghekar,male,-0.850806389,8.779788982,0.925403195
Akaash Sanyal,namsor_api_2.0.30,LATIN,023ed214-5fbf-45ea-a3b9-787f0c8c9512,Akaash Sanyal,male,-0.497249235,6.019008692,0.748624618
Akaash Sanyal,namsor_api_2.0.30,LATIN,5cf4e93e-399c-4b57-b450-a6584a2876fb,Akaash Sanyal,male,-0.497249235,6.019008692,0.748624618
Akaash Sanyal,namsor_api_2.0.30,LATIN,796bcd87-16d8-4b91-b474-39857071b153,Akaash Sanyal,male,-0.497249235,6.019008692,0.748624618
Akaash Sanyal,namsor_api_2.0.30,LATIN,8e10af12-89ee-4047-9fe1-558219f822e3,Akaash Sanyal,male,-0.497249235,6.019008692,0.748624618
Akhil Singhal,namsor_api_2.0.30,LATIN,e7efc384-b678-4c87-a962-bc1d3abdc0c5,Akhil Singhal,male,-0.86072299,8.914544248,0.930361495
Akihiko Yoshida,namsor_api_2.0.30,LATIN,5085ea0b-7657-451a-b475-d304ce5f421b,Akihiko Yoshida,male,-0.370565379,3.489263636,0.68528269
Akihiro Nishikawa,namsor_api_2.0.30,LATIN,f9526c35-5f43-4786-859c-6cec56ccd4a8,Akihiro Nishikawa,male,-0.711792844,7.372041894,0.855896422
Akihiro Tsuji,namsor_api_2.0.30,LATIN,712f1511-3b33-4f3d-9a00-5390ecc59b4e,Akihiro Tsuji,male,-0.800929641,8.255368534,0.900464821
Akinori Hotta,namsor_api_2.0.30,LATIN,ccbee46f-6065-4912-a2af-8f817c5a9dff,Akinori Hotta,male,-0.57123093,6.510726718,0.785615465
Akinori Hotta,namsor_api_2.0.30,LATIN,c31f5204-12a5-4442-a3c8-537e01980545,Akinori Hotta,male,-0.57123093,6.510726718,0.785615465
Akira Kodate,namsor_api_2.0.30,LATIN,9f46b7ab-46e7-4bac-8a3d-d6dd744b53d1,Akira Kodate,female,0.380728698,4.350326604,0.690364349
Akira Kodate,namsor_api_2.0.30,LATIN,9ad9eeea-0ff4-4823-85c3-87b307bc0f28,Akira Kodate,female,0.380728698,4.350326604,0.690364349
Akira Kodate,namsor_api_2.0.30,LATIN,8a4d3fc5-d78e-4813-b1e0-a8f9fc8fec32,Akira Kodate,female,0.380728698,4.350326604,0.690364349
Akos Csomos,namsor_api_2.0.30,LATIN,5acc0b8a-4696-4b1b-b2cc-d145daaef5d7,Akos Csomos,male,-0.370371015,3.48430406,0.685185507
Akram Khan,namsor_api_2.0.30,LATIN,a9792eb3-6a5c-41bc-b4d3-abdd33aedb52,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,c0cf849d-ff77-432a-92b4-cca54e9c5519,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,48ab4d12-51b1-4088-8fbc-d5d015d2c889,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,1bee4820-42b3-485d-9506-9f331c4d8539,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,a9f688b6-a0cf-4fc4-8ebd-f04cd564d494,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,e7336b6b-fc26-44fa-a36e-512cd7b959c4,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,0d9f9e6d-cb7d-48a1-84e5-ac4bc8851902,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,10f12373-949b-4e44-b180-3abad2c58c3d,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,d0e84531-e50d-49df-b195-e189e0b301b6,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,b4176fc7-46fa-4a87-a045-ce6cf9f2de69,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,e185d82f-dd3f-4acf-a806-c8d4caf47a6b,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,2c3ba099-2290-4683-916b-9e513ad21f01,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Khan,namsor_api_2.0.30,LATIN,2d9dff54-dcc8-4eab-b52d-bb7118bc8eb9,Akram Khan,male,-0.648427338,6.960123699,0.824213669
Akram Mohammed,namsor_api_2.0.30,LATIN,2dbbb9e5-0937-4ec3-b19c-00e1bea68a54,Akram Mohammed,male,-0.725471245,7.47499377,0.862735623
Alaa Alghwiri,namsor_api_2.0.30,LATIN,ce09a899-f464-477c-a647-6471e76cac13,Alaa Alghwiri,female,0.115755805,1.296215553,0.557877902
Alain Borczuk,namsor_api_2.0.30,LATIN,7effc500-3231-4473-ab0d-3eb55047da25,Alain Borczuk,male,-0.574689039,6.527083767,0.787344519
Alain Combes,namsor_api_2.0.30,LATIN,af13d5d0-bad5-4372-8324-8fc89a95e0f9,Alain Combes,male,-0.59015465,6.603689519,0.795077325
Alain DuChene,namsor_api_2.0.30,LATIN,8161ceda-d016-4a66-ade3-19051b342ed0,Alain DuChene,male,-0.560613101,6.462108671,0.78030655
Alain DuChene,namsor_api_2.0.30,LATIN,79bfc96e-29bc-4ec1-b0a2-969c1a6d157f,Alain DuChene,male,-0.560613101,6.462108671,0.78030655
Alain DuChene,namsor_api_2.0.30,LATIN,f8ea26f4-cbf4-4c58-8bf0-f766694aad70,Alain DuChene,male,-0.560613101,6.462108671,0.78030655
Alan Faden,namsor_api_2.0.30,LATIN,8640494a-2ef5-4274-affe-758dd20df734,Alan Faden,male,-0.691068158,7.233804234,0.845534079
Alan Huang,namsor_api_2.0.30,LATIN,8469c46c-a784-41fa-b82c-3d2fac558931,Alan Huang,male,-0.770279054,7.88217767,0.885139527
Alan Jones,namsor_api_2.0.30,LATIN,9607e2ea-5cd8-4f52-8b54-d893294b19e4,Alan Jones,male,-0.842673785,8.678249294,0.921336893
Alan Jones,namsor_api_2.0.30,LATIN,5776f3aa-e165-4057-b8ec-2ad052b3f4ce,Alan Jones,male,-0.842673785,8.678249294,0.921336893
Alan Jones,namsor_api_2.0.30,LATIN,a6ca25a3-29e4-4f4b-9e4d-184862bd485f,Alan Jones,male,-0.842673785,8.678249294,0.921336893
Alan Jones,namsor_api_2.0.30,LATIN,35252c56-997d-4ad1-b676-e1925d234724,Alan Jones,male,-0.842673785,8.678249294,0.921336893
Alan Kennedy,namsor_api_2.0.30,LATIN,062a7732-6ade-48a4-bd8c-b5947ed9feb2,Alan Kennedy,male,-0.65107991,6.979800669,0.825539955
Alan Moskowitz,namsor_api_2.0.30,LATIN,235dbce0-5abf-46f4-a217-fb518959704d,Alan Moskowitz,male,-0.725235305,7.473125169,0.862617653
Alan Priester,namsor_api_2.0.30,LATIN,d88cc0e1-4cb5-48de-86ca-93bc825bda44,Alan Priester,male,-0.834502781,8.585657558,0.917251391
Alan Schreiber,namsor_api_2.0.30,LATIN,98e387b8-1775-438f-adea-6a7685d060be,Alan Schreiber,male,-0.819984623,8.439709057,0.909992312
Alan Tyroch,namsor_api_2.0.30,LATIN,796deb77-730e-45ec-9e7c-f0f68af16742,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,524e45d6-0b05-4c6d-abb3-21b4784bcd60,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,ef39fea9-9a73-4425-a17c-c1877967ace8,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,8600fea3-029d-4143-8169-b3bc6c586182,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,7329894e-f20c-42f8-85c5-a81b251a5abb,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,f8dff7a9-a696-463d-8edf-0bf051d2bb36,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,e8e4dc2b-bade-4c3e-9166-98d6fe117740,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alan Tyroch,namsor_api_2.0.30,LATIN,7dcc57a9-33bb-4380-a853-e03a5cd76d35,Alan Tyroch,male,-0.739357171,7.591605811,0.869678586
Alanna Fitzgerald,namsor_api_2.0.30,LATIN,bdbdf3a2-a5b6-461b-a263-68462c6d2f04,Alanna Fitzgerald,female,0.675735163,7.14256118,0.837867581
Alastair Nutter,namsor_api_2.0.30,LATIN,0a02bb1c-3435-47fd-9118-f1f80a96cd78,Alastair Nutter,male,-0.731734426,7.525916686,0.865867213
Alastair Nutter,namsor_api_2.0.30,LATIN,92968322-f693-45fa-9ef6-16b6649008a6,Alastair Nutter,male,-0.731734426,7.525916686,0.865867213
Alberto Bacci,namsor_api_2.0.30,LATIN,ba1901b9-e40d-4bd1-a548-fa2239ef565b,Alberto Bacci,male,-0.737218583,7.572737325,0.868609292
Alberto Bacci,namsor_api_2.0.30,LATIN,284c8c2d-4535-451f-ac53-be7f68fc722d,Alberto Bacci,male,-0.737218583,7.572737325,0.868609292
Alberto Bursian,namsor_api_2.0.30,LATIN,22d6db54-f136-48c0-9f09-ec1f4f0ed0b4,Alberto Bursian,male,-0.710399604,7.362125926,0.855199802
Alberto Jr,namsor_api_2.0.30,LATIN,cb46e398-755d-4de9-96b0-09eb3170e1c7,Alberto Jr,male,-0.759478198,7.778021314,0.879739099
Alberto Ossa,namsor_api_2.0.30,LATIN,356cf127-37e7-48c0-8122-7d4ed8976dc7,Alberto Ossa,male,-0.606285786,6.690363685,0.803142893
Alberto Paniz-Mondolfi,namsor_api_2.0.30,LATIN,5c59437f-c238-45d0-ae65-d861e0c2123c,Alberto Paniz-Mondolfi,male,-0.646686699,6.947418385,0.823343349
Alberto Pinsino,namsor_api_2.0.30,LATIN,437351be-edeb-4503-8485-1733ea1685f4,Alberto Pinsino,male,-0.64776118,6.955242213,0.82388059
Aldo Bonaventura,namsor_api_2.0.30,LATIN,90d643bd-08f8-415d-9257-48bc51ad93d0,Aldo Bonaventura,male,-0.79071372,8.114944663,0.89535686
Aldo Rinaldi,namsor_api_2.0.30,LATIN,f92e4eaa-f558-473e-85b4-280c7a2aea7a,Aldo Rinaldi,male,-0.847828931,8.741407488,0.923914466
Alec Tolentino,namsor_api_2.0.30,LATIN,4303e79f-2beb-448b-b320-dff3543dedd7,Alec Tolentino,male,-0.875408638,9.135143818,0.937704319
Alessia Vargiolu,namsor_api_2.0.30,LATIN,86ec2376-7b5e-42a5-a698-e189c3dc89e1,Alessia Vargiolu,female,0.552078102,6.424667188,0.776039051
Alessia Vargiolu,namsor_api_2.0.30,LATIN,371cc0ac-fd01-4529-afdd-2a0d857c8ada,Alessia Vargiolu,female,0.552078102,6.424667188,0.776039051
Alessia Vargiolu,namsor_api_2.0.30,LATIN,fccb34c2-8b33-48c8-8b28-179ad1dfad90,Alessia Vargiolu,female,0.552078102,6.424667188,0.776039051
Alessio Caccioppola,namsor_api_2.0.30,LATIN,c282d1ce-2097-40e3-804f-9e4747cda967,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,eb29ffb9-5ea0-4b95-a335-c15a74262764,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,8cdf00f1-cf56-4bbe-a097-f293838ecf48,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,ba7e057f-5cd9-4243-b211-6cd18b794004,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,e1e83425-88f3-4889-8537-13238d763080,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,dc645e34-d3a5-4208-843d-ada9945150ee,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,500a05b5-de5c-45c5-94f7-1c977e1c5b89,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,1acaaaaa-9ff7-4025-b679-337a2a2e6264,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,d64fc752-42bd-4dad-847f-8e22cd589003,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,36410eca-7425-4835-bb1d-09cc892eec2f,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,5f7e885d-11a8-4ea1-ad29-59e71b8ae994,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,9f3362e3-0e0c-4432-aa35-fde4fa651970,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,d4ef5e39-5642-4f85-b8d4-7cdb21b080a6,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Caccioppola,namsor_api_2.0.30,LATIN,d09335e1-86b7-4ca6-8fea-cf0d9f643ea1,Alessio Caccioppola,male,-0.672390482,7.123715893,0.836195241
Alessio Dotto,namsor_api_2.0.30,LATIN,17b2f5a8-d695-4946-982d-c5c7d3649474,Alessio Dotto,male,-0.776818046,7.950943028,0.888409023
Alex Frase,namsor_api_2.0.30,LATIN,6d8154c3-ae98-490f-9a05-38d334d88951,Alex Frase,male,-0.803555784,8.294892827,0.901777892
Alex Frase,namsor_api_2.0.30,LATIN,d5531d4c-d0af-4221-ad0c-d8dfe526dcab,Alex Frase,male,-0.803555784,8.294892827,0.901777892
Alex Furmanov,namsor_api_2.0.30,LATIN,d393d28a-49b6-4ef8-8dda-4fd1446ae140,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,5c5bb86d-f38c-4466-87cb-ca24e9087cd5,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,3643529a-55ea-449e-b9a8-473567ff73d5,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,1fcd5f37-e1c7-4818-972d-3c8acced274b,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,67a8fe58-12f4-48e5-82cf-609a957b872d,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,ef1d66a2-d556-4509-9b19-a43ccece5d2e,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,79971a3b-6705-4ab7-8190-a53bcc98e07f,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,f846bf4d-e06f-49a2-9dd5-892650da54e7,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,3ad03e39-952e-4ba4-bcac-d85655704c59,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,69817b15-a445-4f15-bd04-2a7667c9de1a,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,f28a7451-51d3-461d-b48b-5bba6802ca97,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,1fe6c578-8884-410b-aa3d-0a4c0392112f,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Furmanov,namsor_api_2.0.30,LATIN,cf39a0c4-b169-4e34-aece-05a035d4f657,Alex Furmanov,male,-0.926315643,11.18122322,0.963157821
Alex Kadl,namsor_api_2.0.30,LATIN,7553f59d-7bf0-4ce8-a2a8-f8a8e84cb0f9,Alex Kadl,male,-0.794733129,8.16786728,0.897366564
Alex Kadl,namsor_api_2.0.30,LATIN,6daae0ab-377e-4e3f-93fc-afa04d097c22,Alex Kadl,male,-0.794733129,8.16786728,0.897366564
Alex Kadl,namsor_api_2.0.30,LATIN,3ba37e99-178d-4c6d-a431-d0523c28e925,Alex Kadl,male,-0.794733129,8.16786728,0.897366564
Alex Manara,namsor_api_2.0.30,LATIN,5c51d7d8-b45f-4ae6-9ad8-569edec8a788,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,070c1e09-3770-4201-816d-914fa32d3ce3,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,d961515a-0167-437e-8af0-086a58d251e0,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,243570a3-6ca6-4ebe-a7db-c5f65ab949a8,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,bea5755c-420c-4e84-b929-cb1fb953cc70,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,0f4bb8c3-02d1-4f98-930f-b0d33dddad04,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,1a875330-72d7-49d6-80e9-8721edce652e,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,dfd1d8de-9d76-48ba-bde7-8874a453157d,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,7a1b5f7b-fffc-450f-a939-9503a9591b98,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,66873b12-001e-400c-ae5c-24aa8f45a380,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Manara,namsor_api_2.0.30,LATIN,fc9c0006-f737-4855-af8e-6de7e132d0b4,Alex Manara,male,-0.582833764,6.566696773,0.791416882
Alex Milinovich,namsor_api_2.0.30,LATIN,74ba3f2b-5082-473f-ab07-f66e24893158,Alex Milinovich,male,-0.776183292,7.944056876,0.888091646
Alex Murokh,namsor_api_2.0.30,LATIN,6f34d16f-4561-428a-a0bc-2d6125576a89,Alex Murokh,male,-0.757355576,7.758767661,0.878677788
Alex Ramos,namsor_api_2.0.30,LATIN,cb753c09-7f4a-456a-bbab-f3e79f34a83a,Alex Ramos,male,-0.85194129,8.794815228,0.925970645
Alex Ramos,namsor_api_2.0.30,LATIN,43543269-cf9b-4624-a88f-3726c98f7a80,Alex Ramos,male,-0.85194129,8.794815228,0.925970645
Alex Rosenberg,namsor_api_2.0.30,LATIN,4dabe0d5-e4b9-4248-bc26-216b08556429,Alex Rosenberg,male,-0.816040137,8.403476723,0.908020068
Alex Rosenberg,namsor_api_2.0.30,LATIN,a7f9d120-3c4b-42e2-b444-6b00b220c94d,Alex Rosenberg,male,-0.816040137,8.403476723,0.908020068
Alex Wong,namsor_api_2.0.30,LATIN,a4b08f18-dcdc-409d-98a7-f666a7eb5492,Alex Wong,male,-0.756176199,7.748227825,0.8780881
Alexey Nesvizhskii,namsor_api_2.0.30,LATIN,4dea9ce7-0da0-4be1-9032-95de0c5fa842,Alexey Nesvizhskii,male,-0.678022664,7.155657153,0.839011332
Alexis Aviles,namsor_api_2.0.30,LATIN,71cd9879-2680-4dea-bfb4-9eff416466db,Alexis Aviles,female,0.052532194,0.176838916,0.526266097
Alexis Barina,namsor_api_2.0.30,LATIN,4f2ab5b3-3c80-49e3-8f7a-89d3d15e9825,Alexis Barina,female,0.071447511,1.046008257,0.535723756
Alexis Bilbow,namsor_api_2.0.30,LATIN,e6de811b-fc82-489f-93ed-262d78b246ee,Alexis Bilbow,female,0.048575109,0.01243983,0.524287554
Alexis Serra,namsor_api_2.0.30,LATIN,16f57bf1-610d-42cd-984b-111a5e07f2b4,Alexis Serra,female,0.247727927,1.975851132,0.623863964
Alfonso Lagares,namsor_api_2.0.30,LATIN,ca2269ee-f518-4158-b71e-335d2b8d4d3d,Alfonso Lagares,male,-0.82019788,8.441705835,0.91009894
Alfonso Lagares,namsor_api_2.0.30,LATIN,49a70cc1-f480-4037-9331-61df246f6b2d,Alfonso Lagares,male,-0.82019788,8.441705835,0.91009894
