firstName,apiVersion,script,id,firstName,lastName,likelyGender,genderScale,score,probabilityCalibrated
Alain Gautier,namsor_api_2.0.30,LATIN,fe415c47-95b3-4674-9148-2c9b19faea7b,Alain Gautier,,male,-0.9661700491025815,8.872703304419396,0.9830850245512908
Alain Houlgatte,namsor_api_2.0.30,LATIN,c5039787-6d27-4b8e-9fe6-80e88fbe5c5e,Alain Houlgatte,,male,-0.8150830372628384,6.042318896877049,0.9075415186314192
Alain Krivitzky,namsor_api_2.0.30,LATIN,359fbbf3-6fb4-4567-a05d-b3f97f042ea4,Alain Krivitzky,,male,-0.8726050171319357,6.6788910663015315,0.9363025085659679
Alain Litwin,namsor_api_2.0.30,LATIN,8cd8a00c-a952-4374-b4b3-3e2c9ece3b51,Alain Litwin,,male,-0.9463256344587407,7.655901359767427,0.9731628172293704
Alan Askenase,namsor_api_2.0.30,LATIN,d2b0da3e-3372-47d3-93c9-83aa11fcfd42,Alan Askenase,,male,-0.928190594762986,7.358158599565002,0.964095297381493
Alan Contreras,namsor_api_2.0.30,LATIN,41da58d5-8797-412f-9c3b-256b2cdfb64c,Alan Contreras,,male,-0.9677760173787313,9.49300532000425,0.9838880086893657
Alan Fusco,namsor_api_2.0.30,LATIN,c874a633-1f88-46b1-96fa-8a5751b6cddb,Alan Fusco,,male,-0.9686530511518445,10.126616463317475,0.9843265255759223
Alan Horne,namsor_api_2.0.30,LATIN,12eefd46-dae0-4fb2-a926-61f3c519961d,Alan Horne,,male,-0.9516891230128219,7.783226468760056,0.975844561506411
Alan Hubbard,namsor_api_2.0.30,LATIN,a7af74d3-ad68-4353-8941-46c1bb2cf031,Alan Hubbard,,male,-0.9759087920950431,10.692031375142854,0.9879543960475216
Alan Kay,namsor_api_2.0.30,LATIN,efaca2b5-72f9-41bf-994f-41a794507010,Alan Kay,,male,-0.9390285653115722,7.505178829916588,0.9695142826557861
Alan Zahorchak,namsor_api_2.0.30,LATIN,beee94ba-6a8b-46c8-98a6-5627a5f60bfa,Alan Zahorchak,,male,-0.9675613123363391,9.384240253323846,0.9837806561681696
Alana Patrick,namsor_api_2.0.30,LATIN,8cbef174-223c-4885-b483-09ddb3d679bd,Alana Patrick,,male,-0.3087632059629799,1.7725168697431641,0.65438160298149
Alastair Droop,namsor_api_2.0.30,LATIN,d3f37847-057e-4a5d-88da-141e184476a1,Alastair Droop,,male,-0.9674604416898238,9.33695718104866,0.9837302208449119
Alastair Droop,namsor_api_2.0.30,LATIN,abb57313-3f39-4682-a839-f561814a5e6e,Alastair Droop,,male,-0.9674604416898238,9.33695718104866,0.9837302208449119
Alastair Droop,namsor_api_2.0.30,LATIN,6076f0d5-3d62-49ef-b946-4a6c54cdb0db,Alastair Droop,,male,-0.9674604416898238,9.33695718104866,0.9837302208449119
Alastair Droop,namsor_api_2.0.30,LATIN,ea3a30e4-ac32-4e1a-b4d1-3af6b32c34be,Alastair Droop,,male,-0.9674604416898238,9.33695718104866,0.9837302208449119
Alastair Droop,namsor_api_2.0.30,LATIN,eff5d7a0-55f6-498c-8a08-511d88ae5b28,Alastair Droop,,male,-0.9674604416898238,9.33695718104866,0.9837302208449119
Alastair Droop,namsor_api_2.0.30,LATIN,b405e568-48ad-40dc-a0d2-cfc8732126b3,Alastair Droop,,male,-0.9674604416898238,9.33695718104866,0.9837302208449119
Alastair Foote,namsor_api_2.0.30,LATIN,751ae6bf-764e-46cd-846f-c4c6b2879944,Alastair Foote,,male,-0.8637531667206539,6.563483365736872,0.931876583360327
Albane Simon,namsor_api_2.0.30,LATIN,bfe6a796-a246-47cf-8968-d1c5e9275b03,Albane Simon,,male,-0.548458382465038,3.8012667920245704,0.774229191232519
Albert Ha,namsor_api_2.0.30,LATIN,5d4dd1cd-2f79-4fbb-bfb8-71e4d820b72d,Albert Ha,,male,-0.7877059203724643,5.6777753361593994,0.8938529601862322
Albert Ha,namsor_api_2.0.30,LATIN,53fd05c4-7dca-4d6b-852d-fd6405cd77e0,Albert Ha,,male,-0.7877059203724643,5.6777753361593994,0.8938529601862322
Albert Hakaim,namsor_api_2.0.30,LATIN,f838c443-e669-4198-a102-27c5d4375bff,Albert Hakaim,,male,-0.9642048385017004,8.29859402080325,0.9821024192508502
Alberto Arezzo,namsor_api_2.0.30,LATIN,86075063-4ef3-48c7-b36c-427b44f638eb,Alberto Arezzo,,male,-0.96585690435448,8.786402679258003,0.98292845217724
Alberto Arezzo,namsor_api_2.0.30,LATIN,c265a1a9-0b13-4a1f-8767-9b2e83fe4c2e,Alberto Arezzo,,male,-0.96585690435448,8.786402679258003,0.98292845217724
Alberto Fueyo,namsor_api_2.0.30,LATIN,8cb2b582-9c83-46f9-8185-ab183f91f26e,Alberto Fueyo,,male,-0.9634074215074491,8.204570306982262,0.9817037107537245
Alberto Marquez,namsor_api_2.0.30,LATIN,8fc22159-8908-46fa-b495-c2ae313fb184,Alberto Marquez,,male,-0.9131826628231345,7.188777851432917,0.9565913314115673
Alberto Marquez,namsor_api_2.0.30,LATIN,f0cdf2e5-dad4-449f-b02b-e7f36d8830d2,Alberto Marquez,,male,-0.9131826628231345,7.188777851432917,0.9565913314115673
Alberto Marquez,namsor_api_2.0.30,LATIN,0cb5eb33-dbdf-4ff5-8d0e-077ff17b9af4,Alberto Marquez,,male,-0.9131826628231345,7.188777851432917,0.9565913314115673
Alberto Marquez,namsor_api_2.0.30,LATIN,bb723d6e-5ae7-4a61-93be-bbb48a136395,Alberto Marquez,,male,-0.9131826628231345,7.188777851432917,0.9565913314115673
Alberto Marquez,namsor_api_2.0.30,LATIN,f15962b1-cebc-47ac-838e-21a8f63101f6,Alberto Marquez,,male,-0.9131826628231345,7.188777851432917,0.9565913314115673
Alberto Marquez,namsor_api_2.0.30,LATIN,484f9dec-9294-4fdb-81c4-0ed55a5c9fb2,Alberto Marquez,,male,-0.9131826628231345,7.188777851432917,0.9565913314115673
Alberto Sanchez-Fueyo,namsor_api_2.0.30,LATIN,d7b5d9dc-2876-41af-a588-eb5912043015,Alberto Sanchez-Fueyo,,male,-0.9500977017584669,7.743728827380821,0.9750488508792334
Albino Perego,namsor_api_2.0.30,LATIN,3a316dfd-f953-4028-8902-839d919f7487,Albino Perego,,male,-0.9674059259149963,9.312303914348433,0.9837029629574982
Aleksejs Sazonovs,namsor_api_2.0.30,LATIN,d55a6c3f-9682-44d3-9d63-b6d6aa3b1c23,Aleksejs Sazonovs,,male,-0.8664260820279281,6.596953752699726,0.9332130410139641
Aleksejs Sazonovs,namsor_api_2.0.30,LATIN,e56fe76c-6db0-4823-8231-a691a2bc939a,Aleksejs Sazonovs,,male,-0.8664260820279281,6.596953752699726,0.9332130410139641
Aleksejs Sazonovs,namsor_api_2.0.30,LATIN,bf13075e-c1bb-43ce-9133-9710eabf6088,Aleksejs Sazonovs,,male,-0.8664260820279281,6.596953752699726,0.9332130410139641
Alena Guenther,namsor_api_2.0.30,LATIN,e1a06c75-db5a-4680-811e-de660c3c5254,Alena Guenther,,female,0.9533944556210301,7.827356321546233,0.976697227810515
Alena Madar,namsor_api_2.0.30,LATIN,09784abd-6705-4172-a00a-17649be4acb9,Alena Madar,,female,0.9488728031787554,7.714355275633103,0.9744364015893777
Alena Madar,namsor_api_2.0.30,LATIN,95bb7cdb-8b37-4635-9b68-1cbcec107204,Alena Madar,,female,0.9488728031787554,7.714355275633103,0.9744364015893777
Alena Madar,namsor_api_2.0.30,LATIN,1ac28749-cec1-4bf6-811a-e8be3ed62ba7,Alena Madar,,female,0.9488728031787554,7.714355275633103,0.9744364015893777
Alena Madar,namsor_api_2.0.30,LATIN,a85a82a3-90d3-4f21-928c-a6d131cc55f0,Alena Madar,,female,0.9488728031787554,7.714355275633103,0.9744364015893777
Alex Golubkov,namsor_api_2.0.30,LATIN,5e3f6978-c18a-4240-81a8-7383fd29a7e8,Alex Golubkov,,male,-0.9744006709033959,10.506664838896974,0.9872003354516979
Alex Génova,namsor_api_2.0.30,LATIN,40b97bd5-2869-4d2b-a190-d1652e4e9be7,Alex Génova,,male,-0.7639764032230854,5.442465564315995,0.8819882016115427
Alex Hall,namsor_api_2.0.30,LATIN,f46a9450-077b-44ec-bcdd-520bef219e5f,Alex Hall,,male,-0.9656842488185682,8.741823060871326,0.9828421244092841
Alex Hodgkins,namsor_api_2.0.30,LATIN,ba505cdf-4f70-4b35-8b54-15ca194bdbe0,Alex Hodgkins,,male,-0.9643121281782248,8.328231308034574,0.9821560640891124
Alex Hodgkins,namsor_api_2.0.30,LATIN,4f9e17ab-432c-48b2-909c-a43d760c5a84,Alex Hodgkins,,male,-0.9643121281782248,8.328231308034574,0.9821560640891124
Alex Hodgkins,namsor_api_2.0.30,LATIN,19e16d59-4d9f-4a6b-ade2-b945fb6500be,Alex Hodgkins,,male,-0.9643121281782248,8.328231308034574,0.9821560640891124
Alex Hodgkins,namsor_api_2.0.30,LATIN,d0a63488-46fb-4d99-a93d-d15cfbd4418d,Alex Hodgkins,,male,-0.9643121281782248,8.328231308034574,0.9821560640891124
Alex Price,namsor_api_2.0.30,LATIN,1e156231-2652-4808-8294-bf80558e9916,Alex Price,,male,-0.9377705801219742,7.483488544062965,0.9688852900609871
Alex Price,namsor_api_2.0.30,LATIN,8b448f61-f663-4324-82f7-a518a6f1794b,Alex Price,,male,-0.9377705801219742,7.483488544062965,0.9688852900609871
Alex Strong,namsor_api_2.0.30,LATIN,dab27b7c-6693-4961-95a9-477d842a8af9,Alex Strong,,male,-0.9375488663439073,7.480403367702138,0.9687744331719537
Alex Taylor,namsor_api_2.0.30,LATIN,1849c63b-e292-4a5e-8eae-580783a9f332,Alex Taylor,,male,-0.6997782084633593,4.938227639762687,0.8498891042316796
Alexa Lopez,namsor_api_2.0.30,LATIN,5b1c3251-4390-44a6-b89d-e04d5844ed5e,Alexa Lopez,,female,0.9645569548522042,8.399341240554158,0.9822784774261021
Alexia Camara-Medeiros,namsor_api_2.0.30,LATIN,323c1dd8-b12d-431b-9d1d-889c4d4b3876,Alexia Camara-Medeiros,,female,0.8658871661696639,6.590114906947306,0.9329435830848319
Alexis Arvin-Berod,namsor_api_2.0.30,LATIN,356bc392-c3c5-4cbb-944b-5d85b3e6680d,Alexis Arvin-Berod,,male,-0.5353911183490632,3.7433616760099397,0.7676955591745316
Alexis Barina,namsor_api_2.0.30,LATIN,174af749-5595-4493-a26a-a1dbf54423cf,Alexis Barina,,female,0.09547842054268907,0.6675214649923903,0.5477392102713445
Alexis Benscoter,namsor_api_2.0.30,LATIN,3b57d26f-e5eb-4315-b5cd-9fe8b8807224,Alexis Benscoter,,male,-0.31840364190124815,1.8315065048243468,0.6592018209506241
Alexis Benscoter,namsor_api_2.0.30,LATIN,2432f64f-cc89-420b-b88c-7c2f8d45dd6d,Alexis Benscoter,,male,-0.31840364190124815,1.8315065048243468,0.6592018209506241
Alfonso Eirin,namsor_api_2.0.30,LATIN,e4a30aae-14f9-4ff9-9659-204ed98eb12f,Alfonso Eirin,,male,-0.961757368097216,8.129488043254732,0.980878684048608
Alfonso Eirin,namsor_api_2.0.30,LATIN,e37fe913-eb97-4bee-a401-34105135480d,Alfonso Eirin,,male,-0.961757368097216,8.129488043254732,0.980878684048608
Alfonso Hern,namsor_api_2.0.30,LATIN,1c61813e-f5a0-4163-b47e-963cb53bbf84,Alfonso Hern,,male,-0.9658751909656969,8.791242760084351,0.9829375954828484
Alfredo Chang,namsor_api_2.0.30,LATIN,55b9cad9-6bd6-4654-a1ad-2487f7b63ec4,Alfredo Chang,,male,-0.9361802231913641,7.461566168999624,0.968090111595682
Alfredo Clavell,namsor_api_2.0.30,LATIN,48b7f9ce-eb4a-4ae4-839f-9e10d9062200,Alfredo Clavell,,male,-0.9646907684687815,8.440455337524298,0.9823453842343908
Ali Al-Janoubi,namsor_api_2.0.30,LATIN,eea12853-88d5-4f78-a300-b027d592fcd6,Ali Al-Janoubi,,male,-0.5900500127657129,4.01040593136387,0.7950250063828564
Ali Rabaan,namsor_api_2.0.30,LATIN,43c37675-dcb3-48fe-b42b-15ba188e4033,Ali Rabaan,,male,-0.834782141454105,6.2582300191368745,0.9173910707270525
Ali Rabaan,namsor_api_2.0.30,LATIN,419bc334-9c32-4f27-b238-0050f066881e,Ali Rabaan,,male,-0.834782141454105,6.2582300191368745,0.9173910707270525
Ali Rabaan,namsor_api_2.0.30,LATIN,48b73789-1da9-4a57-b645-67432500228f,Ali Rabaan,,male,-0.834782141454105,6.2582300191368745,0.9173910707270525
Ali Saleem,namsor_api_2.0.30,LATIN,943c2bdd-c51f-45de-9cf5-d63cfbe025fd,Ali Saleem,,male,-0.7931588699013652,5.740605775034496,0.8965794349506826
Ali Smith,namsor_api_2.0.30,LATIN,7e49d286-1451-4b9b-b892-cbf0010460fe,Ali Smith,,male,-0.46321504556077775,3.46427762060425,0.7316075227803889
Ali Smith,namsor_api_2.0.30,LATIN,9064e81f-42d7-4d97-8fe6-8660088501d4,Ali Smith,,male,-0.46321504556077775,3.46427762060425,0.7316075227803889
Ali Zaidi,namsor_api_2.0.30,LATIN,f69eba33-d07a-4e4f-91bf-c64a3495d78f,Ali Zaidi,,male,-0.6532514352397425,4.440922671057763,0.8266257176198712
Ali Zarrinpar,namsor_api_2.0.30,LATIN,04f5d2b9-6960-4c19-b0f9-5f4aca091531,Ali Zarrinpar,,male,-0.7646473612051039,5.448417034724898,0.882323680602552
Ali Zarrinpar,namsor_api_2.0.30,LATIN,d767cbb3-6db5-4ba0-9f49-2c8c1397656b,Ali Zarrinpar,,male,-0.7646473612051039,5.448417034724898,0.882323680602552
Alice Ackerman,namsor_api_2.0.30,LATIN,d87dd634-3ad1-4903-9183-9c12832781c3,Alice Ackerman,,female,0.7743571281927286,5.538724005740562,0.8871785640963643
Alice Fabbri,namsor_api_2.0.30,LATIN,796732c6-b3af-4470-900b-615ba579a73f,Alice Fabbri,,female,0.874789501802659,6.709539353411799,0.9373947509013295
Alice GalloDeMoraes,namsor_api_2.0.30,LATIN,9104bb95-a4cc-422e-966b-5f26aa09307a,Alice GalloDeMoraes,,female,0.7877967431765174,5.678790346730793,0.8938983715882587
Alice Lam,namsor_api_2.0.30,LATIN,406cc400-7032-4ef2-9377-ae17d94bb7de,Alice Lam,,female,0.8390649163738586,6.297912262389133,0.9195324581869293
Alice Merritt,namsor_api_2.0.30,LATIN,6aadaf8e-4133-4dc9-a719-a951120ddf89,Alice Merritt,,female,0.9378272507120684,7.4842786508065515,0.9689136253560342
Alice Moraes,namsor_api_2.0.30,LATIN,4ee07729-55d8-44bb-8e04-ab9635d5a58a,Alice Moraes,,female,0.7742197266986877,5.537387986177151,0.8871098633493438
Alicia Algeciras-Schimnich,namsor_api_2.0.30,LATIN,7dc0208b-c3d5-444b-b810-2b0827282f4c,Alicia Algeciras-Schimnich,,female,0.9653146066930878,8.652579023577005,0.9826573033465439
Alicia Burkle,namsor_api_2.0.30,LATIN,4ff3b087-84d9-483b-98d5-b24bcb193015,Alicia Burkle,,female,0.9661587753665841,8.869463622215235,0.9830793876832921
Alicia Cupelo,namsor_api_2.0.30,LATIN,bfc6477b-b103-4ade-8ca8-e4c463b6c8d4,Alicia Cupelo,,female,0.8892619847529701,6.940378350172651,0.9446309923764851
Alicia Cupelo,namsor_api_2.0.30,LATIN,5a8b433f-6f10-40fd-a69a-69182ba1c6a1,Alicia Cupelo,,female,0.8892619847529701,6.940378350172651,0.9446309923764851
Alicia Nobles,namsor_api_2.0.30,LATIN,5b2a6049-1083-4da9-8bbb-808bbb3756dd,Alicia Nobles,,female,0.8863306027298963,6.88913165295908,0.9431653013649481
Alicia Teagarden,namsor_api_2.0.30,LATIN,ff54a5a0-7a8f-4079-bc60-744438c929cb,Alicia Teagarden,,female,0.9540879004789617,7.845872733281368,0.9770439502394809
Alicja Podgorski,namsor_api_2.0.30,LATIN,8dc95cc4-f0cc-4393-9a02-c21876a89e7c,Alicja Podgorski,,female,0.9674973346818665,9.353992602886933,0.9837486673409332
Alin Eisele,namsor_api_2.0.30,LATIN,c3e37b47-1642-477b-9479-3437d45d8c76,Alin Eisele,,male,-0.45628599469216047,3.302081586670141,0.7281429973460802
Aline Maddux,namsor_api_2.0.30,LATIN,fcf1a182-0d16-42ec-9d68-0443da02f73b,Aline Maddux,,female,0.7800151599588392,5.595337030811393,0.8900075799794196
Alisa Higgins,namsor_api_2.0.30,LATIN,163f57d9-b06a-4d2b-944b-692037b61f24,Alisa Higgins,,female,0.9429165519875671,7.582654832075697,0.9714582759937835
Alisa Niksch,namsor_api_2.0.30,LATIN,9fd68b2b-4945-45ca-b771-dc31566f2da4,Alisa Niksch,,female,0.9675852775484801,9.395810372043528,0.9837926387742401
Alisha Aman,namsor_api_2.0.30,LATIN,4afe5699-18bd-4386-9f2b-ca3ab87c8cd2,Alisha Aman,,female,0.8076504176557533,5.929592049934335,0.9038252088278766
Alisha Lakhani,namsor_api_2.0.30,LATIN,a4ad98d9-f26a-4ffa-80df-a86abb40025b,Alisha Lakhani,,female,0.9674981743678464,9.354383727035511,0.9837490871839232
Alison Brel,namsor_api_2.0.30,LATIN,164336c1-4725-4c08-9a20-d92242e9670a,Alison Brel,,female,0.4334363296208359,2.8930984700571116,0.716718164810418
Alison Clay,namsor_api_2.0.30,LATIN,ff6d5a40-195c-430e-aca1-9f14b7b44ded,Alison Clay,,female,0.44215813194707443,3.0318314835255364,0.7210790659735372
Alison Halyk,namsor_api_2.0.30,LATIN,37906ae0-3624-42ba-8a92-a44ccb208c2a,Alison Halyk,,female,0.47355997446047504,3.5057540885211154,0.7367799872302375
Alison Kelley,namsor_api_2.0.30,LATIN,6a685593-06ea-4801-8bd5-d844d42a6edf,Alison Kelley,,female,0.4443785413824428,3.070118644428149,0.7221892706912214
Alison Kelley,namsor_api_2.0.30,LATIN,93e76280-f9ad-4ed1-ac8d-66f5fbf754e9,Alison Kelley,,female,0.4443785413824428,3.070118644428149,0.7221892706912214
Alison Logar,namsor_api_2.0.30,LATIN,d2127046-5252-4708-8cce-d18107f5a195,Alison Logar,,female,0.44957961223429854,3.1654150688555944,0.7247898061171493
Alison Rinderspacher,namsor_api_2.0.30,LATIN,90660eae-918a-497e-9747-a1e2cc112c3c,Alison Rinderspacher,,female,0.4505559377613877,3.1842706983960056,0.7252779688806938
Alison Simmons,namsor_api_2.0.30,LATIN,a68aa5ae-b445-4581-ae66-5c7bbd307eb5,Alison Simmons,,female,0.5747980695107933,3.9287531658039185,0.7873990347553966
Alison Simmons,namsor_api_2.0.30,LATIN,b2ca4647-a3a1-47f3-b9bb-750a820220ec,Alison Simmons,,female,0.5747980695107933,3.9287531658039185,0.7873990347553966
Alison Simmons,namsor_api_2.0.30,LATIN,1f5ded1a-542b-4cfd-bda8-eba3b6d4d338,Alison Simmons,,female,0.5747980695107933,3.9287531658039185,0.7873990347553966
Alison Vadnais,namsor_api_2.0.30,LATIN,57c06899-978a-4ac9-baf9-e57e95f3aaf5,Alison Vadnais,,female,0.4612716495602218,3.4162504686250514,0.7306358247801109
Alissa Genthon,namsor_api_2.0.30,LATIN,bbd19eda-4d48-41fe-8f15-b789141e3ffe,Alissa Genthon,,female,0.877082552070918,6.742751830766679,0.938541276035459
Alistair Rust,namsor_api_2.0.30,LATIN,099876cb-e300-42dc-94ab-7d3a231c38c7,Alistair Rust,,male,-0.9502411137928783,7.747224965786032,0.9751205568964392
Alla Madich,namsor_api_2.0.30,LATIN,6e19e6e2-b935-493b-b434-0036ba4d884c,Alla Madich,,female,0.9414617853819747,7.552959195060083,0.9707308926909873
Allan Balmain,namsor_api_2.0.30,LATIN,37da9714-3b1b-4df9-af46-95a880727d72,Allan Balmain,,male,-0.9668551738334568,9.092346610273644,0.9834275869167284
Allan Balmain,namsor_api_2.0.30,LATIN,1199a1be-b7b7-4cdd-a01a-86f10ab50e53,Allan Balmain,,male,-0.9668551738334568,9.092346610273644,0.9834275869167284
Allan Bradley,namsor_api_2.0.30,LATIN,1138a0b4-3112-445f-921d-56d2aa7de7d8,Allan Bradley,,male,-0.9658595599815876,8.787104115933033,0.9829297799907938
Allan Bradley,namsor_api_2.0.30,LATIN,31e32153-7a55-4f90-8f48-0f0265318154,Allan Bradley,,male,-0.9658595599815876,8.787104115933033,0.9829297799907938
Allan Bradley,namsor_api_2.0.30,LATIN,b40f630a-7eba-46d9-9735-956dba5bd3d0,Allan Bradley,,male,-0.9658595599815876,8.787104115933033,0.9829297799907938
Allan Bradley,namsor_api_2.0.30,LATIN,e0c7fec5-7c1c-4e42-b6c8-c81b7c8666b6,Allan Bradley,,male,-0.9658595599815876,8.787104115933033,0.9829297799907938
Allan Daly,namsor_api_2.0.30,LATIN,30d812d0-28a4-4fe4-9fec-c584f4446152,Allan Daly,,male,-0.9457852316873552,7.643926966305635,0.9728926158436776
Allan Daly,namsor_api_2.0.30,LATIN,2ee71cc4-70f5-44a8-abc8-1f458bfb3f30,Allan Daly,,male,-0.9457852316873552,7.643926966305635,0.9728926158436776
Allan Daly,namsor_api_2.0.30,LATIN,da0bef2c-a566-438a-a587-aacc50d0807e,Allan Daly,,male,-0.9457852316873552,7.643926966305635,0.9728926158436776
Allan Dietz,namsor_api_2.0.30,LATIN,646cb7f0-15c2-4a1e-b3c8-8e2a2961107f,Allan Dietz,,male,-0.9291319704083691,7.369801933652731,0.9645659852041846
Allan Jaffe,namsor_api_2.0.30,LATIN,018369da-c872-4a0a-a1f1-80955963b622,Allan Jaffe,,male,-0.965050903112334,8.5603130736529,0.982525451556167
Allan Walkey,namsor_api_2.0.30,LATIN,5cf2f02c-7cef-4854-8270-8359af01cce6,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,58801175-3710-42b2-9c79-391b3baf443d,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,bea7277d-3a7a-4ae2-9b33-0132e067efc4,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,36f1cf98-38f6-40c7-b43b-fd5b72fe6518,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,11b04f0e-e25b-43c2-a5f3-2707cb19567b,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,0e8ff966-438b-4377-bdcb-c8562b1718d1,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,5f8a524b-d632-4d18-874c-ded339d030c7,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,2151ed32-2fa6-40eb-b77d-8d7e269aa0ad,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,dec51e4a-bd9d-4858-b0a7-edabcd6fae98,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,1814eeac-8515-40cd-80d8-a50444e5a0db,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,ef48996d-0939-437f-8023-d1ff72897254,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,ee11db8d-3e1d-4335-b3b3-cac3fb116b32,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,1ebf4b85-d340-4e20-b54f-105ef1772c2d,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,19c5787f-82ad-4467-ab58-1655babb3c37,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,5c1a4a14-7f3b-494f-aacc-999c3943a6e6,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,1d960a72-b1fe-4087-b489-4a90d5942dde,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,abf7b6af-67a2-4ebe-833e-3b4a0044909e,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,fcc5a3df-21c3-4fd6-9f28-df7fb5e4e6f3,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,62b986d8-efd5-480e-83f3-1e84d6d1a740,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,5438d890-68fa-42be-b74c-d2f6ba1057e3,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,e8e663f9-697f-44e2-aabc-c73371a52f23,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allan Walkey,namsor_api_2.0.30,LATIN,0c21bc83-2d86-4da3-a951-ce108a955ad9,Allan Walkey,,male,-0.9658794424678294,8.79237140643761,0.9829397212339147
Allen Berntzen,namsor_api_2.0.30,LATIN,e881b3b8-ade8-419a-9270-9f3e76e73c48,Allen Berntzen,,male,-0.9648645279563177,8.496495643662598,0.9824322639781589
Allen Cheng,namsor_api_2.0.30,LATIN,246eee26-65f4-4410-a13f-0dcc71b8b9b3,Allen Cheng,,male,-0.9443424430471641,7.6126417663643196,0.972171221523582
Allison Blatz,namsor_api_2.0.30,LATIN,1b370127-0cc1-45e1-94ac-8b6a4bdeffcf,Allison Blatz,,female,0.7406602769339621,5.254832240520258,0.870330138466981
Allison Glasser,namsor_api_2.0.30,LATIN,32d4719d-8dbd-4ac8-8afb-e82cd2fe1070,Allison Glasser,,female,0.43485863658649815,2.9145729775209333,0.7174293182932491
Allison Gustavson,namsor_api_2.0.30,LATIN,9f27001f-5060-4465-a3c3-83f2c4c8108d,Allison Gustavson,,female,0.4633981410657917,3.468916059508601,0.7316990705328958
Allison LeMahieu,namsor_api_2.0.30,LATIN,41aff44d-f619-43f8-a338-4da3ea20d7c2,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison LeMahieu,namsor_api_2.0.30,LATIN,92ff4ba6-3fed-4ea9-a315-a22d3640b82f,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison LeMahieu,namsor_api_2.0.30,LATIN,a4260f80-0efd-44cb-bbee-3ee0f57f3c4c,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison LeMahieu,namsor_api_2.0.30,LATIN,8a1744fd-d55a-4b7d-b354-39d33ed1940d,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison LeMahieu,namsor_api_2.0.30,LATIN,554299d9-4714-41db-a954-45a414faa17a,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison LeMahieu,namsor_api_2.0.30,LATIN,a9f99458-b1f6-43a8-b975-6adc639a9dfe,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison LeMahieu,namsor_api_2.0.30,LATIN,1be4aec5-2b3a-4811-a815-8e277a88253b,Allison LeMahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
Allison Lemahieu,namsor_api_2.0.30,LATIN,fb9dd23f-aba4-4f9e-a088-f4fcc9f76e5d,Allison Lemahieu,,female,0.687252093778068,4.778767656660342,0.843626046889034
